STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,COUNTERPART_AREA,Counterpart area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VISITOR_TYPE,Visitor type,ACCOMMODATION_TYPE,Accommodation type,SOURCE,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2009,,723813,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2010,,1734844,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2010,,330909,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2010,,237922,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2010,,786452,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2010,,1216140,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2010,,243775,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2010,,672065,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2011,,1545502,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2011,,352310,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2011,,249731,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2011,,797382,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2011,,1330322,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2011,,244950,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2011,,648394,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2012,,1547014,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2012,,340138,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2012,,300794,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2012,,943501,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2012,,1120272,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2012,,286291,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2012,,739545,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2013,,1442567,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2013,,332355,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2013,,299724,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2013,,1135567,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2013,,995118,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2013,,318617,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2013,,793612,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2014,,1495242,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2014,,355229,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2014,,307932,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2014,,1209059,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2014,,1277062,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2014,,312277,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2014,,716260,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2015,,1661938,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2015,,324029,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2015,,355389,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2015,,1523660,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2015,,1632776,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2015,,324029,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2015,,823460,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2016,,1561548,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2016,,425095,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2016,,301680,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2016,,1527103,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2016,,1917707,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2016,,426741,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2016,,1055344,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2017,,1453550,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2017,,460469,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2017,,310995,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2017,,1602964,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2017,,2051793,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2017,,507057,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2017,,1207812,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2018,,1466301,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2018,,468409,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2018,,313583,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2018,,1600224,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2018,,2330440,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2018,,543115,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2018,,1491351,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2019,,1529429,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2019,,477211,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2019,,345286,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2019,,1856947,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2019,,2522741,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2019,,576287,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2019,,1754542,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2020,,481262,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,ITA,Italy,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2020,,120564,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,POL,Poland,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2020,,199065,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,BGR,Bulgaria,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2020,,1267193,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,MDA,Moldova,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2020,,826722,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,SRB,Serbia,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2020,,194705,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,UKR,Ukraine,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2020,,663097,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_INBOUND(1.0),Inbound tourism,I,ROU,Romania,HUN,Hungary,TOP_MKT,Arrivals from top markets,PS,Persons,OVERNIGHT,Overnight visitors (tourists),_T,All means of accommodation,TDS,Tourism demand surveys,2021,,603203,,A,Normal value,A,Normal value,0,Units
